自助重复,结果类型,项目,数值
49,链接尺度参数,生产次数中心化,0.11871178785903043
50,原尺度边际效应（百分点）,个体内BMI,-0.0007765192382065058
50,原尺度边际效应（百分点）,妇间BMI,-0.08103104204337415
50,原尺度边际效应（百分点）,孕周平均,0.35134436986050543
50,链接尺度参数,BMI个体内偏差,-0.00012056080800547893
50,链接尺度参数,妇间BMI中心化,-0.012580715868467809
50,链接尺度参数,孕周中心化,0.04731195907204797
50,链接尺度参数,孕周二次项,0.004605778523184379
50,链接尺度参数,年龄中心化,-0.015780909840983626
50,链接尺度参数,截距,-2.700733575607826
50,链接尺度参数,生产次数中心化,0.12609727500146675
51,原尺度边际效应（百分点）,个体内BMI,-0.04369936525284454
51,原尺度边际效应（百分点）,妇间BMI,-0.16309314516456158
51,原尺度边际效应（百分点）,孕周平均,0.307827795903108
51,链接尺度参数,BMI个体内偏差,-0.00679593463101801
51,链接尺度参数,妇间BMI中心化,-0.02536353438756971
51,链接尺度参数,孕周中心化,0.04313477257515175
51,链接尺度参数,孕周二次项,0.003436664011260724
51,链接尺度参数,年龄中心化,-0.018680747526580884
51,链接尺度参数,截距,-2.684179121779294
51,链接尺度参数,生产次数中心化,0.2660494607556697
52,原尺度边际效应（百分点）,个体内BMI,-0.10756779834533439
52,原尺度边际效应（百分点）,妇间BMI,-0.13656253258108908
52,原尺度边际效应（百分点）,孕周平均,0.3290977589883844
52,链接尺度参数,BMI个体内偏差,-0.017362799797897885
52,链接尺度参数,妇间BMI中心化,-0.02204291571988097
52,链接尺度参数,孕周中心化,0.04577767067920603
52,链接尺度参数,孕周二次项,0.0049224899193367885
52,链接尺度参数,年龄中心化,-0.023305262299733363
52,链接尺度参数,截距,-2.7530593684682665
52,链接尺度参数,生产次数中心化,0.08239338519298915
53,原尺度边际效应（百分点）,个体内BMI,-0.09800859069557667
53,原尺度边际效应（百分点）,妇间BMI,-0.1309313678074122
53,原尺度边际效应（百分点）,孕周平均,0.32438050399297813
53,链接尺度参数,BMI个体内偏差,-0.015510791115005255
53,链接尺度参数,妇间BMI中心化,-0.020721133546044868
53,链接尺度参数,孕周中心化,0.04597179237353029
53,链接尺度参数,孕周二次项,0.0036816072358607506
53,链接尺度参数,年龄中心化,-0.0028443060782434512
53,链接尺度参数,截距,-2.703391825654068
53,链接尺度参数,生产次数中心化,0.13635870125651425
54,原尺度边际效应（百分点）,个体内BMI,-0.3853939936258423
54,原尺度边际效应（百分点）,妇间BMI,-0.09950536563665946
54,原尺度边际效应（百分点）,孕周平均,0.32239734688979826
54,链接尺度参数,BMI个体内偏差,-0.06174920727164754
54,链接尺度参数,妇间BMI中心化,-0.01594310640270226
54,链接尺度参数,孕周中心化,0.04517610346909363
54,链接尺度参数,孕周二次项,0.00491239750994685
54,链接尺度参数,年龄中心化,-0.00974670968562273
54,链接尺度参数,截距,-2.738877576658852
54,链接尺度参数,生产次数中心化,0.1766101589662069
55,原尺度边际效应（百分点）,个体内BMI,0.03514554403550276
55,原尺度边际效应（百分点）,妇间BMI,-0.3111797331663901
55,原尺度边际效应（百分点）,孕周平均,0.2817469030565241
55,链接尺度参数,BMI个体内偏差,0.0055727010755289245
55,链接尺度参数,妇间BMI中心化,-0.04934086756339321
55,链接尺度参数,孕周中心化,0.037871960697379005
55,链接尺度参数,孕周二次项,0.0052545590782574775
55,链接尺度参数,年龄中心化,-0.01316634438720448
55,链接尺度参数,截距,-2.740215492562996
55,链接尺度参数,生产次数中心化,0.13975530300229996
56,原尺度边际效应（百分点）,个体内BMI,-0.18234478064296517
56,原尺度边际效应（百分点）,妇间BMI,-0.07719318033881446
56,原尺度边际效应（百分点）,孕周平均,0.3281875100872652
56,链接尺度参数,BMI个体内偏差,-0.029955607444207246
56,链接尺度参数,妇间BMI中心化,-0.012681298578691364
56,链接尺度参数,孕周中心化,0.04496302675578618
56,链接尺度参数,孕周二次项,0.006200271056050988
56,链接尺度参数,年龄中心化,-0.013339912887199969
56,链接尺度参数,截距,-2.7943887370943763
56,链接尺度参数,生产次数中心化,0.21013709116358095
57,原尺度边际效应（百分点）,个体内BMI,-0.10160990580978739
57,原尺度边际效应（百分点）,妇间BMI,-0.14862228359565202
57,原尺度边际效应（百分点）,孕周平均,0.3469338041666939
57,链接尺度参数,BMI个体内偏差,-0.016043348368267808
57,链接尺度参数,妇间BMI中心化,-0.02346620688219225
57,链接尺度参数,孕周中心化,0.04757775202413446
57,链接尺度参数,孕周二次项,0.004687600819297447
57,链接尺度参数,年龄中心化,-0.018360715815662895
57,链接尺度参数,截距,-2.7229914772846917
57,链接尺度参数,生产次数中心化,0.10662226828848438
58,原尺度边际效应（百分点）,个体内BMI,-0.1559619210825989
58,原尺度边际效应（百分点）,妇间BMI,-0.1902591269962068
58,原尺度边际效应（百分点）,孕周平均,0.32763316211702603
58,链接尺度参数,BMI个体内偏差,-0.023996212358771273
58,链接尺度参数,妇间BMI中心化,-0.02927316092866976
58,链接尺度参数,孕周中心化,0.043049793760112684
58,链接尺度参数,孕周二次项,0.005349565601378684
58,链接尺度参数,年龄中心化,-0.018121922596235816
58,链接尺度参数,截距,-2.702971627010809
58,链接尺度参数,生产次数中心化,0.09433943516002481
59,原尺度边际效应（百分点）,个体内BMI,-0.10906541881031225
59,原尺度边际效应（百分点）,妇间BMI,-0.18484383144166733
59,原尺度边际效应（百分点）,孕周平均,0.4110728833324335
59,链接尺度参数,BMI个体内偏差,-0.016385775434794726
59,链接尺度参数,妇间BMI中心化,-0.027770576095966292
59,链接尺度参数,孕周中心化,0.0517344963114946
59,链接尺度参数,孕周二次项,0.006001734280503893
59,链接尺度参数,年龄中心化,-0.027743969711095398
59,链接尺度参数,截距,-2.69602997717296
59,链接尺度参数,生产次数中心化,0.18741048699435958
60,原尺度边际效应（百分点）,个体内BMI,-0.655561095535853
60,原尺度边际效应（百分点）,妇间BMI,-0.29668017133949964
60,原尺度边际效应（百分点）,孕周平均,0.3878591709663637
60,链接尺度参数,BMI个体内偏差,-0.09888541037034039
60,链接尺度参数,妇间BMI中心化,-0.044751497139513895
60,链接尺度参数,孕周中心化,0.05250439540424674
60,链接尺度参数,孕周二次项,0.004260955693367941
60,链接尺度参数,年龄中心化,-0.021136241678910154
60,链接尺度参数,截距,-2.6669657167332
60,链接尺度参数,生产次数中心化,0.10533300218018286
61,原尺度边际效应（百分点）,个体内BMI,-0.07468458098366108
61,原尺度边际效应（百分点）,妇间BMI,-0.1031851725100877
61,原尺度边际效应（百分点）,孕周平均,0.31693200651555975
61,链接尺度参数,BMI个体内偏差,-0.011868997184316186
61,链接尺度参数,妇间BMI中心化,-0.016398358347265045
61,链接尺度参数,孕周中心化,0.04333807774041394
61,链接尺度参数,孕周二次项,0.004931754188559674
61,链接尺度参数,年龄中心化,-0.021431812504347593
61,链接尺度参数,截距,-2.732714628001325
61,链接尺度参数,生产次数中心化,0.12927360923409958
62,原尺度边际效应（百分点）,个体内BMI,-0.14078048848403554
62,原尺度边际效应（百分点）,妇间BMI,-0.07727515585424653
62,原尺度边际效应（百分点）,孕周平均,0.3357008163926764
62,链接尺度参数,BMI个体内偏差,-0.02249160128378974
62,链接尺度参数,妇间BMI中心化,-0.012345759084459472
62,链接尺度参数,孕周中心化,0.04560206186421602
62,链接尺度参数,孕周二次项,0.005474414777450636
62,链接尺度参数,年龄中心化,-0.015892906780238487
62,链接尺度参数,截距,-2.7493706046242035
62,链接尺度参数,生产次数中心化,0.20224846378124753
63,原尺度边际效应（百分点）,个体内BMI,0.10889581456998988
63,原尺度边际效应（百分点）,妇间BMI,-0.21002979698278793
63,原尺度边际效应（百分点）,孕周平均,0.2555697386306337
63,链接尺度参数,BMI个体内偏差,0.017633878451984997
63,链接尺度参数,妇间BMI中心化,-0.034010856394385586
63,链接尺度参数,孕周中心化,0.03592070232182511
63,链接尺度参数,孕周二次项,0.004311735452483525
63,链接尺度参数,年龄中心化,-0.028910543826678844
63,链接尺度参数,截距,-2.74680078936962
63,链接尺度参数,生产次数中心化,0.18418054721390975
64,原尺度边际效应（百分点）,个体内BMI,-0.07071007255016558
64,原尺度边际效应（百分点）,妇间BMI,-0.14484891459710905
64,原尺度边际效应（百分点）,孕周平均,0.32319962742287894
64,链接尺度参数,BMI个体内偏差,-0.011271576492205561
64,链接尺度参数,妇间BMI中心化,-0.02308971779849266
64,链接尺度参数,孕周中心化,0.04520206307840141
64,链接尺度参数,孕周二次项,0.004296422837300215
64,链接尺度参数,年龄中心化,-0.023919153408818034
64,链接尺度参数,截距,-2.727370861605857
64,链接尺度参数,生产次数中心化,0.14090947278719243
65,原尺度边际效应（百分点）,个体内BMI,0.0039807158915200775
65,原尺度边际效应（百分点）,妇间BMI,-0.22741251830551637
65,原尺度边际效应（百分点）,孕周平均,0.33217552069419687
65,链接尺度参数,BMI个体内偏差,0.0006268005495207115
65,链接尺度参数,妇间BMI中心化,-0.03580820518877957
65,链接尺度参数,孕周中心化,0.04579916506330066
65,链接尺度参数,孕周二次项,0.004298286367144828
65,链接尺度参数,年龄中心化,-0.026151218925785463
65,链接尺度参数,截距,-2.718041786630676
65,链接尺度参数,生产次数中心化,0.1825035745594599
66,原尺度边际效应（百分点）,个体内BMI,-0.42081100625474144
66,原尺度边际效应（百分点）,妇间BMI,-0.13787219349979113
66,原尺度边际效应（百分点）,孕周平均,0.3357593593326873
66,链接尺度参数,BMI个体内偏差,-0.06678545657695836
66,链接尺度参数,妇间BMI中心化,-0.021881218065328476
66,链接尺度参数,孕周中心化,0.04637093734789139
66,链接尺度参数,孕周二次项,0.005148976706102858
66,链接尺度参数,年龄中心化,-0.011671145915205898
66,链接尺度参数,截距,-2.733607746019581
66,链接尺度参数,生产次数中心化,0.17069211898191428
67,原尺度边际效应（百分点）,个体内BMI,-0.23712406311203735
67,原尺度边际效应（百分点）,妇间BMI,-0.16556331962066623
67,原尺度边际效应（百分点）,孕周平均,0.33886070609770935
67,链接尺度参数,BMI个体内偏差,-0.03810897149137946
67,链接尺度参数,妇间BMI中心化,-0.026608214048951254
67,链接尺度参数,孕周中心化,0.04743674930260368
67,链接尺度参数,孕周二次项,0.004783830486213094
67,链接尺度参数,年龄中心化,-0.008059939264340866
67,链接尺度参数,截距,-2.742618872176504
67,链接尺度参数,生产次数中心化,0.06146317811978936
68,原尺度边际效应（百分点）,个体内BMI,-0.08586070707274507
68,原尺度边际效应（百分点）,妇间BMI,-0.15402962884581511
68,原尺度边际效应（百分点）,孕周平均,0.3510595469010425
68,链接尺度参数,BMI个体内偏差,-0.013434615656072662
68,链接尺度参数,妇间BMI中心化,-0.024100999557781645
68,链接尺度参数,孕周中心化,0.048325472373420574
68,链接尺度参数,孕周二次项,0.004237824704382799
68,链接尺度参数,年龄中心化,-0.02921402199176473
68,链接尺度参数,截距,-2.7081690763334954
68,链接尺度参数,生产次数中心化,0.11285617907065051
69,原尺度边际效应（百分点）,个体内BMI,-0.16052693990065947
69,原尺度边际效应（百分点）,妇间BMI,-0.161976623108196
69,原尺度边际效应（百分点）,孕周平均,0.3280880509618834
69,链接尺度参数,BMI个体内偏差,-0.026199358856514237
69,链接尺度参数,妇间BMI中心化,-0.02643595945829495
69,链接尺度参数,孕周中心化,0.04699299629580037
69,链接尺度参数,孕周二次项,0.004420398629626902
69,链接尺度参数,年龄中心化,-0.0039829589039628265
69,链接尺度参数,截距,-2.753490298617342
69,链接尺度参数,生产次数中心化,0.08916405839473118
70,原尺度边际效应（百分点）,个体内BMI,-0.24603759050587834
70,原尺度边际效应（百分点）,妇间BMI,-0.118908467570196
70,原尺度边际效应（百分点）,孕周平均,0.35273080393900536
70,链接尺度参数,BMI个体内偏差,-0.036250041105584455
70,链接尺度参数,妇间BMI中心化,-0.017519423874859788
70,链接尺度参数,孕周中心化,0.04572875522139681
70,链接尺度参数,孕周二次项,0.004503517198409662
70,链接尺度参数,年龄中心化,-0.030746671002318468
70,链接尺度参数,截距,-2.641316739883842
70,链接尺度参数,生产次数中心化,0.24509653163689707
71,原尺度边际效应（百分点）,个体内BMI,-0.43688041784123194
71,原尺度边际效应（百分点）,妇间BMI,-0.21520059404190373
71,原尺度边际效应（百分点）,孕周平均,0.3662006307640963
71,链接尺度参数,BMI个体内偏差,-0.06861496274206078
71,链接尺度参数,妇间BMI中心化,-0.03379867840087243
71,链接尺度参数,孕周中心化,0.05145666843754095
71,链接尺度参数,孕周二次项,0.004116757029639096
71,链接尺度参数,年龄中心化,-0.02177758619261069
71,链接尺度参数,截距,-2.7099559164546694
71,链接尺度参数,生产次数中心化,0.18372863522347094
72,原尺度边际效应（百分点）,个体内BMI,-0.06558650625214414
72,原尺度边际效应（百分点）,妇间BMI,-0.10629268402285355
72,原尺度边际效应（百分点）,孕周平均,0.34750594646758204
72,链接尺度参数,BMI个体内偏差,-0.010374491329415281
